site	label	named_by_remedy	n_s	n_r	seed	trigger	reached	remedy	outcome	remedy_usable	detail	generator	boot_samples	conf_level	r_version	glmmtmb_version	platform
R/ci-classical.R:990cd66e44	classical MSE = 0	FALSE	15	4	1	MSE=0 near	FALSE	bootstrap	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	TRUE	15	4	1	MSE=0 near	FALSE	montecarlo	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	FALSE	15	4	1	MSE=0 near	FALSE	searle	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	FALSE	15	4	1	MSE=0 near	FALSE	burch	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	FALSE	15	4	1	MSE=0 near	FALSE	npbootstrap	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	FALSE	15	4	1	MSE=0 near	FALSE	bootstrap	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	TRUE	15	4	1	SSA=0 near	FALSE	montecarlo	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	FALSE	15	4	1	SSA=0 near	FALSE	searle	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	FALSE	15	4	1	SSA=0 near	FALSE	burch	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	FALSE	15	4	1	SSA=0 near	FALSE	npbootstrap	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	FALSE	15	4	1	SSA=0 near	FALSE	bootstrap	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-bootstrap.R:f3b08ac552	bootstrap refit convergence	TRUE	30	3	1	MSE=0 exact	TRUE	montecarlo	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-bootstrap.R:f3b08ac552	bootstrap refit convergence	FALSE	30	3	1	MSE=0 exact	TRUE	searle	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-bootstrap.R:f3b08ac552	bootstrap refit convergence	FALSE	30	3	1	MSE=0 exact	TRUE	burch	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-bootstrap.R:f3b08ac552	bootstrap refit convergence	FALSE	30	3	1	MSE=0 exact	TRUE	npbootstrap	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-bootstrap.R:f3b08ac552	bootstrap refit convergence	FALSE	30	3	1	MSE=0 exact	TRUE	bootstrap	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-classical.R:990cd66e44	classical MSE = 0	TRUE	30	3	1	MSE=0 exact	TRUE	montecarlo	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-classical.R:990cd66e44	classical MSE = 0	FALSE	30	3	1	MSE=0 exact	TRUE	searle	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-classical.R:990cd66e44	classical MSE = 0	FALSE	30	3	1	MSE=0 exact	TRUE	burch	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-classical.R:990cd66e44	classical MSE = 0	FALSE	30	3	1	MSE=0 exact	TRUE	npbootstrap	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-classical.R:990cd66e44	classical MSE = 0	FALSE	30	3	1	MSE=0 exact	TRUE	bootstrap	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	TRUE	30	3	1	MSE=0 exact	TRUE	montecarlo	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	FALSE	30	3	1	MSE=0 exact	TRUE	searle	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	FALSE	30	3	1	MSE=0 exact	TRUE	burch	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	FALSE	30	3	1	MSE=0 exact	TRUE	npbootstrap	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	FALSE	30	3	1	MSE=0 exact	TRUE	bootstrap	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	TRUE	30	3	1	SSA=0 exact	TRUE	montecarlo	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	FALSE	30	3	1	SSA=0 exact	TRUE	searle	unusable interval	FALSE	-0.5,-Inf,-0.5,-Inf	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	FALSE	30	3	1	SSA=0 exact	TRUE	burch	raw error	FALSE	unclassed	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	FALSE	30	3	1	SSA=0 exact	TRUE	npbootstrap	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	FALSE	30	3	1	SSA=0 exact	TRUE	bootstrap	usable interval	TRUE	1.101e-09,3.302e-09,0.2406,0.4873	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-bootstrap.R:f3b08ac552	bootstrap refit convergence	TRUE	30	3	1	MSE=0 near	TRUE	montecarlo	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-bootstrap.R:f3b08ac552	bootstrap refit convergence	FALSE	30	3	1	MSE=0 near	TRUE	searle	unusable interval	FALSE	1,1,1,1	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-bootstrap.R:f3b08ac552	bootstrap refit convergence	FALSE	30	3	1	MSE=0 near	TRUE	burch	unusable interval	FALSE	1,1,1,1	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-bootstrap.R:f3b08ac552	bootstrap refit convergence	FALSE	30	3	1	MSE=0 near	TRUE	npbootstrap	unusable interval	FALSE	1,1,1,1	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-bootstrap.R:f3b08ac552	bootstrap refit convergence	FALSE	30	3	1	MSE=0 near	TRUE	bootstrap	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-classical.R:990cd66e44	classical MSE = 0	TRUE	30	3	1	MSE=0 near	FALSE	montecarlo	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-classical.R:990cd66e44	classical MSE = 0	FALSE	30	3	1	MSE=0 near	FALSE	searle	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-classical.R:990cd66e44	classical MSE = 0	FALSE	30	3	1	MSE=0 near	FALSE	burch	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-classical.R:990cd66e44	classical MSE = 0	FALSE	30	3	1	MSE=0 near	FALSE	npbootstrap	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-classical.R:990cd66e44	classical MSE = 0	FALSE	30	3	1	MSE=0 near	FALSE	bootstrap	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	TRUE	30	3	1	MSE=0 near	FALSE	montecarlo	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	FALSE	30	3	1	MSE=0 near	FALSE	searle	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	FALSE	30	3	1	MSE=0 near	FALSE	burch	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	FALSE	30	3	1	MSE=0 near	FALSE	npbootstrap	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	FALSE	30	3	1	MSE=0 near	FALSE	bootstrap	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	TRUE	30	3	1	SSA=0 near	FALSE	montecarlo	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	FALSE	30	3	1	SSA=0 near	FALSE	searle	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	FALSE	30	3	1	SSA=0 near	FALSE	burch	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	FALSE	30	3	1	SSA=0 near	FALSE	npbootstrap	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:bf1a802a9c	npbootstrap observed degeneracy	FALSE	30	3	1	SSA=0 near	FALSE	bootstrap	(site not reached)	NA	reducer returned an interval	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	TRUE	12	3	1	few varying subjects	TRUE	montecarlo	usable interval	TRUE	0.8959,0.9627,0.985,0.995	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	12	3	1	few varying subjects	TRUE	searle	usable interval	TRUE	0.8995,0.9641,0.987,0.9956	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	12	3	1	few varying subjects	TRUE	burch	usable interval	TRUE	0.5748,0.8022,0.9971,0.999	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	12	3	1	few varying subjects	TRUE	npbootstrap	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	12	3	1	few varying subjects	TRUE	bootstrap	usable interval	TRUE	0.8786,0.9559,0.9819,0.9939	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	TRUE	12	3	2	few varying subjects	TRUE	montecarlo	usable interval	TRUE	0.8655,0.9508,0.9809,0.9936	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	12	3	2	few varying subjects	TRUE	searle	usable interval	TRUE	0.872,0.9533,0.9831,0.9943	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	12	3	2	few varying subjects	TRUE	burch	usable interval	TRUE	0.7925,0.9197,0.9879,0.9959	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	12	3	2	few varying subjects	TRUE	npbootstrap	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	12	3	2	few varying subjects	TRUE	bootstrap	usable interval	TRUE	0.8436,0.9417,0.9764,0.992	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	TRUE	12	3	3	few varying subjects	TRUE	montecarlo	usable interval	TRUE	0.987,0.9956,0.9982,0.9994	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	12	3	3	few varying subjects	TRUE	searle	usable interval	TRUE	0.9877,0.9958,0.9985,0.9995	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	12	3	3	few varying subjects	TRUE	burch	usable interval	TRUE	0.9515,0.9833,0.9995,0.9998	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	12	3	3	few varying subjects	TRUE	npbootstrap	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	12	3	3	few varying subjects	TRUE	bootstrap	usable interval	TRUE	0.9856,0.9952,0.998,0.9993	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	TRUE	20	3	1	few varying subjects	TRUE	montecarlo	usable interval	TRUE	0.9705,0.99,0.9937,0.9979	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	20	3	1	few varying subjects	TRUE	searle	usable interval	TRUE	0.9717,0.9904,0.9941,0.998	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	20	3	1	few varying subjects	TRUE	burch	usable interval	TRUE	0.7901,0.9186,0.9992,0.9997	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	20	3	1	few varying subjects	TRUE	npbootstrap	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	20	3	1	few varying subjects	TRUE	bootstrap	usable interval	TRUE	0.9722,0.9905,0.9932,0.9977	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	TRUE	20	3	2	few varying subjects	TRUE	montecarlo	usable interval	TRUE	0.9177,0.971,0.9814,0.9937	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	20	3	2	few varying subjects	TRUE	searle	usable interval	TRUE	0.9195,0.9717,0.9827,0.9942	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	20	3	2	few varying subjects	TRUE	burch	usable interval	TRUE	0.75,0.9,0.9945,0.9982	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	20	3	2	few varying subjects	TRUE	npbootstrap	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	20	3	2	few varying subjects	TRUE	bootstrap	usable interval	TRUE	0.9219,0.9725,0.9804,0.9934	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	TRUE	20	3	3	few varying subjects	TRUE	montecarlo	usable interval	TRUE	0.9902,0.9967,0.9979,0.9993	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	20	3	3	few varying subjects	TRUE	searle	usable interval	TRUE	0.9906,0.9968,0.9981,0.9994	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	20	3	3	few varying subjects	TRUE	burch	usable interval	TRUE	0.9487,0.9823,0.9996,0.9999	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	20	3	3	few varying subjects	TRUE	npbootstrap	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	20	3	3	few varying subjects	TRUE	bootstrap	usable interval	TRUE	0.9907,0.9969,0.9978,0.9992	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	TRUE	30	2	1	few varying subjects	TRUE	montecarlo	usable interval	TRUE	0.9896,0.9948,0.9975,0.9988	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	30	2	1	few varying subjects	TRUE	searle	usable interval	TRUE	0.9894,0.9947,0.9976,0.9988	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	30	2	1	few varying subjects	TRUE	burch	usable interval	TRUE	0.9701,0.9848,0.9991,0.9996	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	30	2	1	few varying subjects	TRUE	npbootstrap	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	30	2	1	few varying subjects	TRUE	bootstrap	usable interval	TRUE	0.9905,0.9952,0.9975,0.9988	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	TRUE	30	2	2	few varying subjects	TRUE	montecarlo	usable interval	TRUE	0.9943,0.9972,0.9987,0.9993	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	30	2	2	few varying subjects	TRUE	searle	usable interval	TRUE	0.9943,0.9971,0.9987,0.9993	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	30	2	2	few varying subjects	TRUE	burch	usable interval	TRUE	0.9856,0.9927,0.9995,0.9997	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	30	2	2	few varying subjects	TRUE	npbootstrap	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	30	2	2	few varying subjects	TRUE	bootstrap	usable interval	TRUE	0.9949,0.9974,0.9987,0.9993	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	TRUE	30	2	3	few varying subjects	TRUE	montecarlo	usable interval	TRUE	1,1,1,1	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	30	2	3	few varying subjects	TRUE	searle	usable interval	TRUE	1,1,1,1	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	30	2	3	few varying subjects	TRUE	burch	usable interval	TRUE	1,1,1,1	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	30	2	3	few varying subjects	TRUE	npbootstrap	classed abort	FALSE	intraclass_singular_fit	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
R/ci-npbootstrap.R:01b75d1a61	npbootstrap degenerate resamples	FALSE	30	2	3	few varying subjects	TRUE	bootstrap	usable interval	TRUE	1,1,1,1	cell$gen	99	0.95	4.6.1	1.1.14	aarch64-apple-darwin25.4.0
